post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment
273,2024-05-03 19:47:00,Instagram,Post number 272 is about something interesting!,286,71,29,670,"#news,#trend",neutral
274,2024-09-26 04:50:00,Facebook,Post number 273 is about something interesting!,352,18,30,919,#trend,negative
275,2024-10-28 14:44:00,Twitter,Post number 274 is about something interesting!,161,77,33,474,#news,positive
276,2024-12-08 19:41:00,Instagram,Post number 275 is about something interesting!,317,17,44,536,"#trend,#news",negative
277,2024-03-02 17:19:00,Twitter,Post number 276 is about something interesting!,174,60,32,279,#life,negative
278,2024-09-15 03:03:00,Instagram,Post number 277 is about something interesting!,162,58,45,367,"#fun,#trend",negative
279,2024-08-25 20:05:00,Instagram,Post number 278 is about something interesting!,273,11,49,523,#news,positive
280,2024-02-23 10:30:00,Instagram,Post number 279 is about something interesting!,90,95,13,255,#fun,positive
281,2024-08-11 21:25:00,Twitter,Post number 280 is about something interesting!,371,78,13,778,"#trend,#life",negative
282,2024-03-24 19:11:00,Instagram,Post number 281 is about something interesting!,449,26,46,1052,"#fun,#trend",negative
283,2024-06-17 07:25:00,Instagram,Post number 282 is about something interesting!,270,34,10,741,#trend,neutral
284,2024-02-10 10:18:00,Facebook,Post number 283 is about something interesting!,443,4,39,1111,"#fun,#trend",positive
285,2024-08-26 23:22:00,Twitter,Post number 284 is about something interesting!,135,83,49,324,#fun,negative
286,2024-07-31 15:32:00,Facebook,Post number 285 is about something interesting!,20,73,4,46,#fun,neutral
287,2024-03-13 21:33:00,Instagram,Post number 286 is about something interesting!,164,17,30,347,"#life,#trend",positive
288,2024-01-14 07:59:00,Twitter,Post number 287 is about something interesting!,423,59,35,1232,"#life,#fun",neutral
289,2024-05-31 14:43:00,Instagram,Post number 288 is about something interesting!,215,60,34,328,"#fun,#life",positive
290,2024-07-30 06:30:00,Twitter,Post number 289 is about something interesting!,265,32,9,501,#life,negative
291,2024-04-10 00:58:00,Twitter,Post number 290 is about something interesting!,189,61,28,298,#news,negative
292,2024-03-06 23:51:00,Instagram,Post number 291 is about something interesting!,2,76,10,5,#fun,positive
293,2024-08-20 19:15:00,Facebook,Post number 292 is about something interesting!,465,1,7,1087,"#fun,#news",neutral
294,2024-01-08 11:26:00,Facebook,Post number 293 is about something interesting!,170,64,13,348,#trend,positive
295,2024-07-12 14:32:00,Twitter,Post number 294 is about something interesting!,416,61,39,1012,"#trend,#fun",neutral
296,2024-12-05 12:09:00,Instagram,Post number 295 is about something interesting!,474,93,14,1333,#news,positive
297,2024-08-25 11:36:00,Twitter,Post number 296 is about something interesting!,422,59,0,1070,#life,neutral
298,2024-02-08 00:34:00,Facebook,Post number 297 is about something interesting!,409,14,37,650,"#life,#fun",negative
299,2024-04-27 06:31:00,Instagram,Post number 298 is about something interesting!,87,61,38,222,#news,neutral
300,2024-06-07 07:06:00,Twitter,Post number 299 is about something interesting!,17,27,30,27,#life,negative
301,2024-05-20 09:57:00,Facebook,Post number 300 is about something interesting!,279,83,11,699,#trend,negative
302,2024-10-15 08:34:00,Twitter,Post number 301 is about something interesting!,11,99,33,26,#life,positive
303,2024-08-09 16:11:00,Facebook,Post number 302 is about something interesting!,189,3,35,415,"#life,#fun",positive
304,2024-03-14 19:32:00,Facebook,Post number 303 is about something interesting!,326,72,16,816,"#trend,#news",positive
305,2024-05-02 05:05:00,Instagram,Post number 304 is about something interesting!,216,32,9,355,"#news,#trend",neutral
306,2024-10-31 16:53:00,Twitter,Post number 305 is about something interesting!,272,25,23,579,"#trend,#life",positive
307,2024-07-28 07:08:00,Instagram,Post number 306 is about something interesting!,341,95,42,881,#news,positive
308,2024-10-24 16:30:00,Facebook,Post number 307 is about something interesting!,336,54,37,633,"#news,#trend",neutral
309,2024-06-25 06:46:00,Twitter,Post number 308 is about something interesting!,404,88,47,850,#life,neutral
310,2024-05-12 05:57:00,Facebook,Post number 309 is about something interesting!,46,36,44,114,#news,positive
311,2024-11-17 14:31:00,Facebook,Post number 310 is about something interesting!,196,91,6,546,"#news,#life",neutral
312,2024-03-10 11:26:00,Facebook,Post number 311 is about something interesting!,55,66,20,126,#trend,positive
313,2024-03-21 10:53:00,Instagram,Post number 312 is about something interesting!,57,54,32,119,"#fun,#life",negative
314,2024-12-26 08:29:00,Facebook,Post number 313 is about something interesting!,274,40,44,737,#news,positive
315,2024-01-07 23:37:00,Instagram,Post number 314 is about something interesting!,423,87,31,867,#news,negative
316,2024-11-10 10:07:00,Facebook,Post number 315 is about something interesting!,441,49,15,993,"#trend,#fun",negative
317,2024-06-28 18:28:00,Facebook,Post number 316 is about something interesting!,354,93,30,751,"#trend,#news",neutral
318,2024-01-15 22:47:00,Facebook,Post number 317 is about something interesting!,251,6,41,482,"#trend,#life",positive
319,2024-09-03 13:13:00,Instagram,Post number 318 is about something interesting!,141,44,22,281,#trend,negative
320,2024-07-19 03:11:00,Facebook,Post number 319 is about something interesting!,48,57,3,100,"#fun,#trend",neutral
321,2024-10-30 20:58:00,Facebook,Post number 320 is about something interesting!,234,41,15,587,"#life,#trend",neutral
322,2024-10-30 04:26:00,Twitter,Post number 321 is about something interesting!,390,25,38,901,#news,negative
323,2024-12-12 04:27:00,Facebook,Post number 322 is about something interesting!,460,32,39,897,"#trend,#fun",neutral
324,2024-11-15 05:29:00,Facebook,Post number 323 is about something interesting!,133,27,28,395,"#life,#fun",neutral
325,2024-05-17 05:31:00,Twitter,Post number 324 is about something interesting!,472,97,1,1358,"#trend,#fun",positive
326,2024-12-05 05:41:00,Instagram,Post number 325 is about something interesting!,184,4,13,456,"#news,#life",positive
327,2024-05-14 22:40:00,Twitter,Post number 326 is about something interesting!,414,40,26,1234,"#news,#trend",neutral
328,2024-02-27 11:55:00,Facebook,Post number 327 is about something interesting!,87,64,19,153,#life,positive
329,2024-10-07 04:41:00,Instagram,Post number 328 is about something interesting!,398,56,32,1142,"#life,#trend",neutral
330,2024-02-22 22:33:00,Instagram,Post number 329 is about something interesting!,238,79,15,584,"#fun,#life",neutral
331,2024-06-29 18:45:00,Instagram,Post number 330 is about something interesting!,371,1,42,806,"#life,#trend",negative
332,2024-03-20 18:03:00,Facebook,Post number 331 is about something interesting!,150,7,29,257,#news,neutral
333,2024-06-11 11:26:00,Facebook,Post number 332 is about something interesting!,115,11,13,195,#life,negative
334,2024-06-22 07:43:00,Twitter,Post number 333 is about something interesting!,146,51,49,237,#life,positive
335,2024-08-06 19:38:00,Facebook,Post number 334 is about something interesting!,70,24,14,172,"#life,#fun",negative
336,2024-12-22 00:38:00,Instagram,Post number 335 is about something interesting!,313,49,26,919,#trend,positive
337,2024-12-25 08:28:00,Facebook,Post number 336 is about something interesting!,54,42,13,100,#news,neutral
338,2024-09-05 06:19:00,Facebook,Post number 337 is about something interesting!,490,13,36,1365,"#news,#life",negative
339,2024-02-15 19:13:00,Twitter,Post number 338 is about something interesting!,432,58,26,826,#trend,negative
340,2024-08-22 22:52:00,Facebook,Post number 339 is about something interesting!,191,8,6,552,#fun,neutral
341,2024-04-10 19:58:00,Facebook,Post number 340 is about something interesting!,317,50,3,596,#news,positive
342,2024-10-26 17:46:00,Instagram,Post number 341 is about something interesting!,396,62,34,625,"#life,#fun",negative
343,2024-09-13 05:08:00,Facebook,Post number 342 is about something interesting!,92,93,2,197,#fun,positive
344,2024-02-17 14:54:00,Facebook,Post number 343 is about something interesting!,324,13,38,830,#news,positive
345,2024-02-12 08:59:00,Facebook,Post number 344 is about something interesting!,207,41,35,466,#news,positive
346,2024-08-02 02:06:00,Facebook,Post number 345 is about something interesting!,206,33,4,489,#life,positive
347,2024-01-25 18:53:00,Facebook,Post number 346 is about something interesting!,249,3,11,714,"#news,#fun",neutral
348,2024-03-02 16:48:00,Facebook,Post number 347 is about something interesting!,17,5,39,40,"#life,#fun",negative
349,2024-01-04 20:57:00,Twitter,Post number 348 is about something interesting!,228,17,8,611,#trend,neutral
350,2024-08-23 00:22:00,Instagram,Post number 349 is about something interesting!,124,60,29,327,#trend,negative
351,2024-05-12 23:28:00,Instagram,Post number 350 is about something interesting!,60,97,32,168,"#trend,#news",neutral
352,2024-04-25 05:50:00,Instagram,Post number 351 is about something interesting!,322,32,11,812,"#life,#news",neutral
353,2024-12-01 13:52:00,Instagram,Post number 352 is about something interesting!,39,28,39,115,"#fun,#life",positive
354,2024-08-13 19:15:00,Twitter,Post number 353 is about something interesting!,395,71,39,938,#trend,negative
355,2024-06-28 18:43:00,Instagram,Post number 354 is about something interesting!,101,53,31,217,"#trend,#fun",negative
356,2024-05-31 21:00:00,Twitter,Post number 355 is about something interesting!,260,63,25,510,"#fun,#news",negative
357,2024-09-28 23:27:00,Twitter,Post number 356 is about something interesting!,358,58,3,819,#life,negative
358,2024-09-22 11:58:00,Facebook,Post number 357 is about something interesting!,193,39,39,543,#fun,neutral
359,2024-01-09 00:06:00,Facebook,Post number 358 is about something interesting!,338,26,22,613,"#fun,#life",positive
360,2024-07-14 04:33:00,Twitter,Post number 359 is about something interesting!,126,81,49,322,"#fun,#trend",positive
361,2024-10-30 15:44:00,Facebook,Post number 360 is about something interesting!,483,97,38,1206,#life,positive
362,2024-12-27 06:12:00,Instagram,Post number 361 is about something interesting!,495,94,27,1011,#trend,neutral
363,2024-02-16 01:59:00,Twitter,Post number 362 is about something interesting!,24,18,47,42,"#life,#trend",positive
364,2024-08-14 13:10:00,Instagram,Post number 363 is about something interesting!,172,73,40,321,"#life,#news",negative
365,2024-02-15 11:29:00,Twitter,Post number 364 is about something interesting!,128,87,31,360,"#news,#life",neutral
366,2024-12-26 23:44:00,Twitter,Post number 365 is about something interesting!,157,83,28,404,"#life,#fun",neutral
367,2024-01-08 05:00:00,Facebook,Post number 366 is about something interesting!,391,78,24,779,#news,negative
368,2024-03-21 09:29:00,Twitter,Post number 367 is about something interesting!,145,21,18,420,#trend,neutral
369,2024-08-05 13:16:00,Facebook,Post number 368 is about something interesting!,126,31,30,258,#fun,negative
370,2024-02-25 23:39:00,Instagram,Post number 369 is about something interesting!,193,6,38,364,#fun,positive
371,2024-09-15 16:24:00,Instagram,Post number 370 is about something interesting!,358,97,20,939,#life,positive
372,2024-03-24 12:36:00,Instagram,Post number 371 is about something interesting!,323,91,14,813,"#news,#fun",positive
373,2024-04-28 16:07:00,Instagram,Post number 372 is about something interesting!,330,13,17,688,"#trend,#fun",positive
374,2024-02-17 18:57:00,Facebook,Post number 373 is about something interesting!,288,9,40,686,"#trend,#fun",negative
375,2024-09-08 13:41:00,Twitter,Post number 374 is about something interesting!,148,52,37,261,"#life,#news",positive
376,2024-03-31 15:52:00,Instagram,Post number 375 is about something interesting!,253,5,39,571,#life,negative
377,2024-12-05 05:44:00,Twitter,Post number 376 is about something interesting!,171,69,15,311,#news,negative
378,2024-10-15 01:54:00,Twitter,Post number 377 is about something interesting!,290,65,8,789,#life,positive
379,2024-12-17 19:48:00,Facebook,Post number 378 is about something interesting!,435,13,9,693,"#trend,#news",neutral
380,2024-11-09 13:01:00,Instagram,Post number 379 is about something interesting!,258,37,40,422,#life,negative
381,2024-07-21 06:23:00,Facebook,Post number 380 is about something interesting!,434,42,27,1086,#trend,positive
382,2024-01-21 20:51:00,Facebook,Post number 381 is about something interesting!,380,89,45,1052,#news,negative
383,2024-07-09 08:30:00,Facebook,Post number 382 is about something interesting!,499,9,16,981,"#trend,#life",negative
384,2024-07-14 04:03:00,Instagram,Post number 383 is about something interesting!,64,11,9,136,"#life,#trend",negative
385,2024-01-16 04:02:00,Instagram,Post number 384 is about something interesting!,322,23,16,761,#trend,positive
386,2024-05-05 14:18:00,Twitter,Post number 385 is about something interesting!,56,50,26,119,"#news,#life",positive
387,2024-12-03 19:46:00,Twitter,Post number 386 is about something interesting!,144,5,26,295,#trend,positive
388,2024-06-28 15:01:00,Facebook,Post number 387 is about something interesting!,374,38,30,901,"#news,#trend",negative
389,2024-05-30 06:03:00,Instagram,Post number 388 is about something interesting!,452,27,28,1351,"#trend,#news",positive
390,2024-11-23 20:31:00,Facebook,Post number 389 is about something interesting!,82,55,9,154,#trend,neutral
391,2024-09-23 16:56:00,Instagram,Post number 390 is about something interesting!,43,92,19,78,#fun,negative
392,2024-05-09 16:09:00,Twitter,Post number 391 is about something interesting!,392,38,17,1034,#life,neutral
393,2024-08-04 19:46:00,Instagram,Post number 392 is about something interesting!,465,85,4,1383,#life,positive
394,2024-02-06 03:56:00,Twitter,Post number 393 is about something interesting!,166,92,41,489,#trend,positive
395,2024-02-12 13:48:00,Instagram,Post number 394 is about something interesting!,178,55,47,377,#news,negative
396,2024-02-17 04:08:00,Twitter,Post number 395 is about something interesting!,75,93,49,178,#fun,positive
397,2024-01-25 09:43:00,Facebook,Post number 396 is about something interesting!,434,72,11,1115,"#news,#trend",negative
398,2024-01-07 14:48:00,Facebook,Post number 397 is about something interesting!,48,73,3,112,#fun,neutral
399,2024-04-19 16:58:00,Twitter,Post number 398 is about something interesting!,233,18,23,351,#trend,neutral
400,2024-05-11 23:09:00,Twitter,Post number 399 is about something interesting!,371,34,41,608,#life,negative
401,2024-08-18 09:40:00,Facebook,Post number 400 is about something interesting!,338,60,5,839,"#trend,#life",negative
402,2024-12-13 06:07:00,Facebook,Post number 401 is about something interesting!,94,53,13,144,"#fun,#life",neutral
403,2024-05-30 20:15:00,Facebook,Post number 402 is about something interesting!,209,43,3,582,#trend,neutral
404,2024-04-05 20:55:00,Instagram,Post number 403 is about something interesting!,433,51,37,812,#news,neutral
405,2024-10-31 14:29:00,Instagram,Post number 404 is about something interesting!,194,50,5,532,"#life,#trend",neutral
406,2024-02-16 01:49:00,Twitter,Post number 405 is about something interesting!,163,19,31,272,#fun,negative
407,2024-06-28 16:34:00,Instagram,Post number 406 is about something interesting!,162,15,23,452,"#trend,#life",neutral
408,2024-12-14 11:55:00,Instagram,Post number 407 is about something interesting!,166,82,45,392,"#trend,#fun",positive
409,2024-02-18 14:51:00,Facebook,Post number 408 is about something interesting!,412,6,13,1067,#trend,neutral
410,2024-05-31 20:39:00,Twitter,Post number 409 is about something interesting!,357,79,6,802,"#news,#fun",negative
411,2024-10-10 11:46:00,Instagram,Post number 410 is about something interesting!,183,42,38,321,#life,neutral
412,2024-10-12 17:41:00,Instagram,Post number 411 is about something interesting!,358,0,29,905,#fun,negative
413,2024-01-01 21:01:00,Facebook,Post number 412 is about something interesting!,358,74,38,1029,"#news,#trend",negative
414,2024-06-24 07:28:00,Twitter,Post number 413 is about something interesting!,342,26,43,643,#news,neutral
415,2024-08-24 22:06:00,Facebook,Post number 414 is about something interesting!,102,55,9,203,#fun,positive
416,2024-08-30 10:32:00,Instagram,Post number 415 is about something interesting!,319,49,9,875,"#fun,#news",neutral
417,2024-11-25 13:28:00,Instagram,Post number 416 is about something interesting!,389,51,22,642,"#news,#trend",neutral
418,2024-07-18 06:47:00,Facebook,Post number 417 is about something interesting!,107,81,4,249,"#news,#fun",positive
419,2024-10-26 12:07:00,Facebook,Post number 418 is about something interesting!,165,48,33,382,"#fun,#life",positive
420,2024-01-28 05:04:00,Twitter,Post number 419 is about something interesting!,30,53,23,85,#news,positive
421,2024-11-04 05:00:00,Instagram,Post number 420 is about something interesting!,491,36,33,1470,#trend,neutral
422,2024-10-27 07:02:00,Instagram,Post number 421 is about something interesting!,132,87,47,354,#life,neutral
423,2024-10-01 04:20:00,Twitter,Post number 422 is about something interesting!,428,58,33,852,#life,positive
424,2024-08-17 08:52:00,Facebook,Post number 423 is about something interesting!,17,26,11,47,"#fun,#news",neutral
425,2024-01-11 18:24:00,Twitter,Post number 424 is about something interesting!,117,79,11,330,#fun,neutral
426,2024-08-12 06:57:00,Instagram,Post number 425 is about something interesting!,156,91,11,286,#trend,neutral
427,2024-08-27 11:39:00,Instagram,Post number 426 is about something interesting!,138,4,47,212,"#life,#fun",positive
428,2024-07-27 10:40:00,Instagram,Post number 427 is about something interesting!,151,13,29,412,"#fun,#news",neutral
429,2024-01-02 09:09:00,Twitter,Post number 428 is about something interesting!,417,85,3,1125,"#life,#news",neutral
430,2024-05-25 07:33:00,Facebook,Post number 429 is about something interesting!,217,85,17,381,"#life,#fun",negative
431,2024-10-07 09:09:00,Twitter,Post number 430 is about something interesting!,300,44,7,887,"#fun,#trend",negative
432,2024-07-02 10:37:00,Twitter,Post number 431 is about something interesting!,284,96,32,434,#trend,positive
433,2024-09-14 18:32:00,Instagram,Post number 432 is about something interesting!,445,75,36,759,#trend,negative
434,2024-01-22 09:47:00,Twitter,Post number 433 is about something interesting!,269,89,42,502,"#news,#fun",negative
435,2024-09-17 06:45:00,Facebook,Post number 434 is about something interesting!,174,13,48,360,#fun,negative
436,2024-11-17 07:25:00,Instagram,Post number 435 is about something interesting!,454,21,35,1013,"#fun,#news",negative
437,2024-07-06 06:30:00,Instagram,Post number 436 is about something interesting!,306,83,32,696,#trend,negative
438,2024-05-30 16:17:00,Instagram,Post number 437 is about something interesting!,209,3,22,556,#news,positive
439,2024-04-14 15:08:00,Twitter,Post number 438 is about something interesting!,315,8,9,578,#trend,negative
440,2024-10-28 01:38:00,Instagram,Post number 439 is about something interesting!,9,15,5,15,#trend,neutral
441,2024-01-01 23:20:00,Instagram,Post number 440 is about something interesting!,53,4,19,82,#trend,negative
442,2024-12-29 12:11:00,Facebook,Post number 441 is about something interesting!,86,64,19,176,#trend,neutral
443,2024-05-03 23:40:00,Twitter,Post number 442 is about something interesting!,164,73,29,433,#fun,neutral
444,2024-08-01 05:46:00,Facebook,Post number 443 is about something interesting!,447,22,25,1331,#life,positive
445,2024-12-27 05:18:00,Facebook,Post number 444 is about something interesting!,442,86,25,1131,#fun,neutral
446,2024-04-14 16:21:00,Facebook,Post number 445 is about something interesting!,85,48,19,241,#news,positive
447,2024-08-12 08:12:00,Instagram,Post number 446 is about something interesting!,322,53,49,793,#news,negative
448,2024-04-19 19:52:00,Facebook,Post number 447 is about something interesting!,199,62,16,311,"#news,#life",positive
449,2024-04-13 13:44:00,Twitter,Post number 448 is about something interesting!,17,78,12,38,#life,positive
450,2024-03-07 16:02:00,Instagram,Post number 449 is about something interesting!,280,80,39,491,"#life,#trend",positive
451,2024-08-28 13:03:00,Instagram,Post number 450 is about something interesting!,251,92,4,485,#trend,neutral
452,2024-09-27 09:02:00,Instagram,Post number 451 is about something interesting!,283,98,2,527,"#fun,#news",negative
453,2024-12-07 00:04:00,Facebook,Post number 452 is about something interesting!,144,9,41,295,"#life,#trend",positive
454,2024-02-10 16:38:00,Instagram,Post number 453 is about something interesting!,465,26,3,1273,"#fun,#trend",positive
455,2024-07-29 02:06:00,Facebook,Post number 454 is about something interesting!,29,32,2,43,#life,negative
456,2024-10-05 07:29:00,Twitter,Post number 455 is about something interesting!,292,35,27,706,"#fun,#life",positive
457,2024-07-04 23:37:00,Twitter,Post number 456 is about something interesting!,257,12,41,563,"#news,#fun",neutral
458,2024-06-04 17:02:00,Instagram,Post number 457 is about something interesting!,29,43,11,79,#news,negative
459,2024-02-07 14:11:00,Facebook,Post number 458 is about something interesting!,418,29,25,813,"#fun,#trend",neutral
460,2024-11-14 08:58:00,Facebook,Post number 459 is about something interesting!,108,15,14,242,"#news,#life",positive
461,2024-01-30 20:55:00,Facebook,Post number 460 is about something interesting!,321,29,23,586,"#trend,#life",positive
462,2024-02-03 18:25:00,Instagram,Post number 461 is about something interesting!,227,80,30,493,"#life,#trend",neutral
463,2024-05-27 23:54:00,Facebook,Post number 462 is about something interesting!,316,76,31,575,#trend,negative
464,2024-08-23 04:14:00,Twitter,Post number 463 is about something interesting!,160,31,44,260,#fun,positive
465,2024-04-29 04:35:00,Twitter,Post number 464 is about something interesting!,165,97,6,300,"#fun,#life",positive
466,2024-10-03 03:32:00,Twitter,Post number 465 is about something interesting!,110,74,16,179,#news,negative
467,2024-05-30 08:53:00,Instagram,Post number 466 is about something interesting!,481,58,3,1421,#trend,neutral
468,2024-08-20 04:28:00,Twitter,Post number 467 is about something interesting!,49,50,28,76,"#fun,#news",positive
469,2024-03-08 07:02:00,Twitter,Post number 468 is about something interesting!,360,74,23,946,#trend,negative
470,2024-12-28 18:01:00,Facebook,Post number 469 is about something interesting!,407,48,38,803,"#news,#fun",neutral
471,2024-11-24 15:24:00,Instagram,Post number 470 is about something interesting!,449,16,8,1276,#life,neutral
472,2024-08-06 00:34:00,Twitter,Post number 471 is about something interesting!,341,43,45,522,#trend,neutral
473,2024-06-22 06:20:00,Facebook,Post number 472 is about something interesting!,32,44,42,94,#news,negative
474,2024-04-01 12:18:00,Instagram,Post number 473 is about something interesting!,454,56,15,1061,"#life,#fun",positive
475,2024-01-21 16:29:00,Instagram,Post number 474 is about something interesting!,314,36,5,800,#fun,neutral
476,2024-01-19 04:24:00,Instagram,Post number 475 is about something interesting!,288,15,15,808,#life,neutral
477,2024-03-29 06:23:00,Facebook,Post number 476 is about something interesting!,414,75,47,886,"#fun,#trend",neutral
478,2024-11-17 23:49:00,Twitter,Post number 477 is about something interesting!,264,19,48,467,#news,neutral
479,2024-08-26 18:55:00,Facebook,Post number 478 is about something interesting!,64,8,49,125,#news,neutral
480,2024-05-05 01:17:00,Twitter,Post number 479 is about something interesting!,79,26,4,155,#fun,neutral
481,2024-10-29 07:54:00,Twitter,Post number 480 is about something interesting!,246,7,7,650,"#trend,#fun",neutral
482,2024-11-07 06:15:00,Instagram,Post number 481 is about something interesting!,205,6,23,384,"#fun,#news",positive
483,2024-12-22 05:54:00,Twitter,Post number 482 is about something interesting!,88,53,39,194,"#news,#trend",negative
484,2024-06-23 07:45:00,Facebook,Post number 483 is about something interesting!,262,68,26,426,#life,negative
485,2024-04-18 04:08:00,Facebook,Post number 484 is about something interesting!,416,61,42,983,#news,neutral
486,2024-03-18 00:48:00,Instagram,Post number 485 is about something interesting!,208,10,13,345,"#fun,#trend",positive
487,2024-02-02 11:23:00,Instagram,Post number 486 is about something interesting!,300,55,26,507,"#news,#trend",positive
488,2024-09-23 16:29:00,Twitter,Post number 487 is about something interesting!,453,37,35,1170,#news,neutral
489,2024-06-12 12:44:00,Instagram,Post number 488 is about something interesting!,364,11,15,942,"#news,#life",negative
490,2024-12-27 05:34:00,Facebook,Post number 489 is about something interesting!,121,94,36,286,#fun,positive
491,2024-06-21 01:00:00,Instagram,Post number 490 is about something interesting!,76,57,12,221,#news,negative
492,2024-02-18 03:55:00,Twitter,Post number 491 is about something interesting!,35,58,34,52,#news,negative
493,2024-09-28 21:57:00,Twitter,Post number 492 is about something interesting!,368,55,42,918,#news,negative
494,2024-10-03 21:21:00,Instagram,Post number 493 is about something interesting!,116,20,32,234,"#trend,#news",positive
495,2024-03-25 12:25:00,Twitter,Post number 494 is about something interesting!,235,41,2,681,"#news,#trend",positive
496,2024-04-19 14:09:00,Facebook,Post number 495 is about something interesting!,357,48,45,642,"#life,#trend",positive
497,2024-06-16 20:42:00,Facebook,Post number 496 is about something interesting!,19,38,47,48,#news,negative
498,2024-12-19 06:19:00,Instagram,Post number 497 is about something interesting!,69,86,13,121,#fun,positive
499,2024-09-04 10:35:00,Instagram,Post number 498 is about something interesting!,339,62,32,885,"#fun,#trend",neutral
500,2024-11-09 12:47:00,Facebook,Post number 499 is about something interesting!,2,91,47,3,"#news,#trend",neutral
501,2024-07-20 07:37:00,Facebook,Post number 500 is about something interesting!,432,88,27,716,"#fun,#trend",positive
502,2024-02-28 09:25:00,Instagram,Post number 501 is about something interesting!,205,18,14,337,"#fun,#trend",positive
503,2024-08-20 21:12:00,Instagram,Post number 502 is about something interesting!,20,44,37,39,#life,negative
504,2024-05-06 22:16:00,Twitter,Post number 503 is about something interesting!,389,10,10,1031,"#trend,#fun",negative
505,2024-03-12 04:32:00,Twitter,Post number 504 is about something interesting!,126,67,15,222,#fun,neutral
506,2024-09-14 17:16:00,Twitter,Post number 505 is about something interesting!,182,57,24,386,"#life,#trend",neutral
507,2024-05-26 21:00:00,Instagram,Post number 506 is about something interesting!,73,11,39,122,"#fun,#trend",neutral
508,2024-07-21 09:51:00,Twitter,Post number 507 is about something interesting!,19,34,10,32,#fun,neutral
509,2024-01-14 11:10:00,Facebook,Post number 508 is about something interesting!,365,3,41,882,"#news,#fun",negative
510,2024-10-26 03:08:00,Twitter,Post number 509 is about something interesting!,413,24,24,1066,"#fun,#trend",neutral
511,2024-04-18 07:35:00,Twitter,Post number 510 is about something interesting!,283,55,7,804,"#news,#trend",positive
512,2024-02-16 11:24:00,Instagram,Post number 511 is about something interesting!,138,19,32,296,"#life,#trend",positive
513,2024-09-20 02:07:00,Twitter,Post number 512 is about something interesting!,489,58,14,1172,"#life,#trend",neutral
514,2024-06-01 09:34:00,Instagram,Post number 513 is about something interesting!,3,21,22,5,#fun,positive
515,2024-04-26 06:17:00,Instagram,Post number 514 is about something interesting!,135,44,18,330,"#trend,#life",neutral
516,2024-12-17 18:32:00,Facebook,Post number 515 is about something interesting!,230,89,33,392,#trend,negative
517,2024-04-13 12:10:00,Twitter,Post number 516 is about something interesting!,353,31,23,796,"#news,#life",neutral
518,2024-03-20 06:31:00,Instagram,Post number 517 is about something interesting!,63,97,33,120,#trend,neutral
519,2024-02-25 03:16:00,Twitter,Post number 518 is about something interesting!,300,28,19,838,"#news,#life",negative
520,2024-12-06 08:32:00,Twitter,Post number 519 is about something interesting!,206,13,7,579,"#life,#trend",positive
521,2024-12-17 09:26:00,Twitter,Post number 520 is about something interesting!,148,92,1,225,"#trend,#life",negative
522,2024-05-19 02:22:00,Twitter,Post number 521 is about something interesting!,34,47,39,84,"#fun,#life",neutral
523,2024-11-01 02:37:00,Facebook,Post number 522 is about something interesting!,224,66,33,639,#fun,neutral
524,2024-10-16 03:26:00,Instagram,Post number 523 is about something interesting!,289,40,24,606,#trend,neutral
525,2024-09-26 08:23:00,Twitter,Post number 524 is about something interesting!,266,40,40,526,#news,neutral
526,2024-02-12 17:23:00,Instagram,Post number 525 is about something interesting!,344,82,7,997,#trend,positive
527,2024-10-18 20:00:00,Twitter,Post number 526 is about something interesting!,56,44,44,94,#fun,negative
528,2024-04-19 11:20:00,Facebook,Post number 527 is about something interesting!,319,23,1,503,#life,negative
529,2024-09-06 20:43:00,Instagram,Post number 528 is about something interesting!,465,86,47,834,"#life,#news",negative
530,2024-10-21 04:51:00,Twitter,Post number 529 is about something interesting!,205,73,3,505,#trend,positive
531,2024-11-04 08:36:00,Facebook,Post number 530 is about something interesting!,84,2,12,137,"#life,#trend",neutral
532,2024-08-26 21:19:00,Instagram,Post number 531 is about something interesting!,294,28,0,684,#news,positive
533,2024-12-02 19:58:00,Instagram,Post number 532 is about something interesting!,279,92,10,739,"#trend,#fun",positive
534,2024-10-04 07:07:00,Facebook,Post number 533 is about something interesting!,94,30,11,203,#fun,neutral
535,2024-04-02 15:26:00,Twitter,Post number 534 is about something interesting!,454,28,47,1025,#life,neutral
536,2024-02-12 19:30:00,Instagram,Post number 535 is about something interesting!,103,44,1,175,"#fun,#life",negative
537,2024-09-05 15:02:00,Instagram,Post number 536 is about something interesting!,134,44,0,333,#trend,negative
538,2024-12-06 22:42:00,Facebook,Post number 537 is about something interesting!,340,90,2,717,"#news,#life",negative
539,2024-11-25 05:49:00,Twitter,Post number 538 is about something interesting!,180,53,0,387,"#news,#trend",neutral
540,2024-06-23 03:56:00,Twitter,Post number 539 is about something interesting!,381,26,26,1033,#fun,negative
541,2024-01-12 13:00:00,Facebook,Post number 540 is about something interesting!,140,80,31,414,#news,positive
542,2024-12-13 20:57:00,Twitter,Post number 541 is about something interesting!,483,88,3,1427,"#fun,#life",positive
543,2024-11-01 23:12:00,Twitter,Post number 542 is about something interesting!,189,86,20,363,"#life,#fun",negative
544,2024-07-20 03:16:00,Instagram,Post number 543 is about something interesting!,30,7,40,51,#news,positive
545,2024-06-03 13:54:00,Facebook,Post number 544 is about something interesting!,431,40,19,994,#trend,negative
