post_id,timestamp,platform,post_text,likes,comments,shares,views,hashtags,sentiment,engagement_rate,post_text_length,hashtag_count,hour_of_day,day_of_week,month
196,2024-01-31 13:06:00,Twitter,post number 195 is about something interesting,105,82,1,173,#trend,negative,1.0867052023121386,46,1,13,Wednesday,1
197,2024-02-23 18:39:00,Twitter,post number 196 is about something interesting,328,30,9,879,#life,positive,0.41751990898748575,46,1,18,Friday,2
198,2024-07-23 07:51:00,Twitter,post number 197 is about something interesting,271,16,7,577,"#news,#life",neutral,0.5095320623916811,46,2,7,Tuesday,7
199,2024-07-17 07:31:00,Facebook,post number 198 is about something interesting,108,92,1,283,"#news,#life",positive,0.7102473498233216,46,2,7,Wednesday,7
200,2024-02-24 16:24:00,Facebook,post number 199 is about something interesting,167,21,28,385,#trend,negative,0.561038961038961,46,1,16,Saturday,2
201,2024-01-26 23:59:00,Twitter,post number 200 is about something interesting,322,16,1,526,#life,negative,0.6444866920152091,46,1,23,Friday,1
202,2024-12-14 14:41:00,Instagram,post number 201 is about something interesting,125,14,41,362,"#news,#life",negative,0.4972375690607735,46,2,14,Saturday,12
203,2024-09-20 03:00:00,Facebook,post number 202 is about something interesting,177,85,24,396,"#fun,#life",neutral,0.7222222222222222,46,2,3,Friday,9
204,2024-12-28 23:28:00,Facebook,post number 203 is about something interesting,187,15,48,520,"#news,#fun",negative,0.4807692307692308,46,2,23,Saturday,12
205,2024-10-07 21:33:00,Twitter,post number 204 is about something interesting,447,39,23,809,#fun,neutral,0.6291718170580964,46,1,21,Monday,10
206,2024-10-07 07:28:00,Facebook,post number 205 is about something interesting,126,39,46,262,#news,positive,0.8053435114503816,46,1,7,Monday,10
207,2024-11-24 00:24:00,Twitter,post number 206 is about something interesting,192,43,11,323,"#news,#fun",positive,0.7616099071207431,46,2,0,Sunday,11
208,2024-07-29 13:05:00,Twitter,post number 207 is about something interesting,71,12,26,170,#news,positive,0.6411764705882353,46,1,13,Monday,7
209,2024-01-28 12:20:00,Instagram,post number 208 is about something interesting,333,51,8,687,#life,negative,0.5705967976710334,46,1,12,Sunday,1
210,2024-05-01 04:21:00,Instagram,post number 209 is about something interesting,231,17,40,355,#life,positive,0.8112676056338028,46,1,4,Wednesday,5
211,2024-12-02 11:43:00,Instagram,post number 210 is about something interesting,422,82,44,1024,#fun,positive,0.53515625,46,1,11,Monday,12
212,2024-10-23 20:58:00,Facebook,post number 211 is about something interesting,413,50,24,1109,#trend,negative,0.43913435527502254,46,1,20,Wednesday,10
213,2024-11-12 19:06:00,Facebook,post number 212 is about something interesting,339,34,19,771,"#news,#trend",positive,0.5084306095979247,46,2,19,Tuesday,11
214,2024-08-27 05:32:00,Facebook,post number 213 is about something interesting,277,75,42,652,#life,neutral,0.6042944785276073,46,1,5,Tuesday,8
215,2024-12-21 16:18:00,Twitter,post number 214 is about something interesting,401,40,41,1159,#news,neutral,0.4158757549611734,46,1,16,Saturday,12
216,2024-11-04 18:56:00,Instagram,post number 215 is about something interesting,374,80,21,914,#life,positive,0.5196936542669585,46,1,18,Monday,11
217,2024-09-04 20:03:00,Twitter,post number 216 is about something interesting,403,55,3,819,"#news,#trend",neutral,0.5628815628815629,46,2,20,Wednesday,9
218,2024-06-21 00:04:00,Instagram,post number 217 is about something interesting,353,57,40,955,"#life,#trend",positive,0.4712041884816754,46,2,0,Friday,6
219,2024-01-25 01:38:00,Instagram,post number 218 is about something interesting,315,21,31,750,"#news,#trend",positive,0.48933333333333334,46,2,1,Thursday,1
220,2024-11-28 00:23:00,Twitter,post number 219 is about something interesting,314,56,20,500,#fun,negative,0.78,46,1,0,Thursday,11
221,2024-01-28 17:03:00,Twitter,post number 220 is about something interesting,495,65,46,953,#trend,neutral,0.6358866736621196,46,1,17,Sunday,1
222,2024-12-04 16:16:00,Twitter,post number 221 is about something interesting,420,67,14,1130,"#fun,#trend",neutral,0.4433628318584071,46,2,16,Wednesday,12
223,2024-06-02 09:14:00,Twitter,post number 222 is about something interesting,245,44,27,665,#news,positive,0.47518796992481205,46,1,9,Sunday,6
224,2024-10-02 02:50:00,Twitter,post number 223 is about something interesting,248,93,4,685,#trend,negative,0.5036496350364964,46,1,2,Wednesday,10
225,2024-04-07 18:42:00,Facebook,post number 224 is about something interesting,255,5,22,479,"#news,#trend",positive,0.5887265135699373,46,2,18,Sunday,4
226,2024-10-22 22:19:00,Instagram,post number 225 is about something interesting,181,69,13,459,#fun,negative,0.5729847494553377,46,1,22,Tuesday,10
227,2024-07-30 18:29:00,Facebook,post number 226 is about something interesting,206,42,46,493,"#trend,#life",negative,0.5963488843813387,46,2,18,Tuesday,7
228,2024-06-16 18:29:00,Facebook,post number 227 is about something interesting,60,31,15,107,"#news,#life",positive,0.9906542056074766,46,2,18,Sunday,6
229,2024-03-22 18:40:00,Facebook,post number 228 is about something interesting,362,75,21,1019,#fun,positive,0.4494602551521099,46,1,18,Friday,3
230,2024-03-12 02:18:00,Instagram,post number 229 is about something interesting,286,76,1,488,#trend,negative,0.7438524590163934,46,1,2,Tuesday,3
231,2024-12-22 11:42:00,Facebook,post number 230 is about something interesting,265,62,42,398,"#trend,#life",neutral,0.9271356783919598,46,2,11,Sunday,12
232,2024-07-03 01:50:00,Instagram,post number 231 is about something interesting,85,19,15,225,#fun,neutral,0.5288888888888889,46,1,1,Wednesday,7
233,2024-04-16 18:07:00,Facebook,post number 232 is about something interesting,382,32,16,759,#fun,negative,0.5665349143610013,46,1,18,Tuesday,4
234,2024-07-22 03:00:00,Facebook,post number 233 is about something interesting,190,26,9,437,"#fun,#life",negative,0.5148741418764302,46,2,3,Monday,7
235,2024-01-30 23:12:00,Twitter,post number 234 is about something interesting,229,91,15,498,"#fun,#news",negative,0.6726907630522089,46,2,23,Tuesday,1
236,2024-11-01 16:59:00,Twitter,post number 235 is about something interesting,116,14,10,247,#trend,neutral,0.5668016194331984,46,1,16,Friday,11
237,2024-02-18 10:57:00,Facebook,post number 236 is about something interesting,289,30,39,751,"#news,#life",positive,0.4766977363515313,46,2,10,Sunday,2
238,2024-08-15 18:11:00,Twitter,post number 237 is about something interesting,20,77,7,55,"#news,#trend",neutral,1.8909090909090909,46,2,18,Thursday,8
239,2024-05-24 02:19:00,Facebook,post number 238 is about something interesting,224,96,21,360,#life,negative,0.9472222222222222,46,1,2,Friday,5
240,2024-08-02 19:54:00,Instagram,post number 239 is about something interesting,256,31,43,433,"#fun,#life",neutral,0.7621247113163973,46,2,19,Friday,8
241,2024-04-17 05:23:00,Twitter,post number 240 is about something interesting,320,64,15,649,#news,positive,0.6147919876733436,46,1,5,Wednesday,4
242,2024-04-03 08:26:00,Instagram,post number 241 is about something interesting,157,75,7,249,#fun,neutral,0.9598393574297188,46,1,8,Wednesday,4
243,2024-09-26 02:31:00,Twitter,post number 242 is about something interesting,280,94,14,811,"#news,#trend",negative,0.4784217016029593,46,2,2,Thursday,9
244,2024-08-23 14:58:00,Facebook,post number 243 is about something interesting,59,52,31,147,#life,positive,0.9659863945578231,46,1,14,Friday,8
245,2024-12-14 19:51:00,Twitter,post number 244 is about something interesting,467,14,46,1136,"#trend,#fun",positive,0.4639084507042254,46,2,19,Saturday,12
246,2024-09-04 20:27:00,Instagram,post number 245 is about something interesting,169,26,6,262,"#life,#news",positive,0.767175572519084,46,2,20,Wednesday,9
247,2024-10-05 06:31:00,Twitter,post number 246 is about something interesting,289,29,8,567,"#life,#news",negative,0.5749559082892416,46,2,6,Saturday,10
248,2024-02-06 19:17:00,Facebook,post number 247 is about something interesting,451,85,9,769,#fun,negative,0.7087126137841352,46,1,19,Tuesday,2
249,2024-03-19 17:38:00,Facebook,post number 248 is about something interesting,130,39,33,270,#fun,neutral,0.7481481481481481,46,1,17,Tuesday,3
250,2024-05-02 18:10:00,Twitter,post number 249 is about something interesting,191,62,4,382,"#fun,#life",neutral,0.6727748691099477,46,2,18,Thursday,5
251,2024-04-30 01:22:00,Facebook,post number 250 is about something interesting,167,62,17,486,"#fun,#news",neutral,0.5061728395061729,46,2,1,Tuesday,4
252,2024-05-13 06:39:00,Facebook,post number 251 is about something interesting,239,66,20,649,"#life,#news",positive,0.5007704160246533,46,2,6,Monday,5
253,2024-05-29 06:11:00,Facebook,post number 252 is about something interesting,445,22,48,999,"#life,#news",negative,0.5155155155155156,46,2,6,Wednesday,5
254,2024-06-28 14:27:00,Facebook,post number 253 is about something interesting,433,9,1,1293,"#life,#fun",positive,0.34261407579273007,46,2,14,Friday,6
255,2024-09-16 09:28:00,Instagram,post number 254 is about something interesting,423,59,9,1177,"#trend,#fun",positive,0.41716227697536107,46,2,9,Monday,9
256,2024-05-20 07:30:00,Facebook,post number 255 is about something interesting,426,65,15,1166,"#news,#trend",negative,0.4339622641509434,46,2,7,Monday,5
257,2024-02-16 21:15:00,Facebook,post number 256 is about something interesting,271,26,6,699,"#fun,#trend",negative,0.4334763948497854,46,2,21,Friday,2
258,2024-02-02 17:23:00,Instagram,post number 257 is about something interesting,207,48,45,410,#fun,positive,0.7317073170731707,46,1,17,Friday,2
259,2024-04-27 12:42:00,Twitter,post number 258 is about something interesting,155,29,44,340,#news,neutral,0.6705882352941176,46,1,12,Saturday,4
260,2024-06-04 11:41:00,Instagram,post number 259 is about something interesting,391,38,16,664,#fun,negative,0.6701807228915663,46,1,11,Tuesday,6
261,2024-02-05 11:41:00,Instagram,post number 260 is about something interesting,79,33,38,119,#life,positive,1.2605042016806722,46,1,11,Monday,2
262,2024-04-01 10:53:00,Instagram,post number 261 is about something interesting,476,49,31,1177,#life,positive,0.4723874256584537,46,1,10,Monday,4
263,2024-04-17 22:23:00,Instagram,post number 262 is about something interesting,397,91,48,711,"#news,#life",neutral,0.7538677918424754,46,2,22,Wednesday,4
264,2024-07-12 04:41:00,Twitter,post number 263 is about something interesting,36,55,45,79,#life,neutral,1.7215189873417722,46,1,4,Friday,7
265,2024-03-16 02:39:00,Facebook,post number 264 is about something interesting,353,41,41,755,"#life,#news",neutral,0.5761589403973509,46,2,2,Saturday,3
266,2024-01-27 03:50:00,Facebook,post number 265 is about something interesting,165,97,49,472,"#trend,#life",positive,0.6588983050847458,46,2,3,Saturday,1
267,2024-10-01 20:19:00,Twitter,post number 266 is about something interesting,488,67,13,1345,#trend,positive,0.42230483271375463,46,1,20,Tuesday,10
268,2024-04-06 00:21:00,Facebook,post number 267 is about something interesting,7,75,43,11,"#trend,#news",negative,11.363636363636363,46,2,0,Saturday,4
269,2024-05-05 22:04:00,Facebook,post number 268 is about something interesting,215,88,33,526,#news,positive,0.6387832699619772,46,1,22,Sunday,5
270,2024-04-17 03:30:00,Twitter,post number 269 is about something interesting,429,2,10,1159,"#trend,#life",negative,0.3805004314063848,46,2,3,Wednesday,4
271,2024-08-09 04:52:00,Facebook,post number 270 is about something interesting,256,94,38,755,#life,positive,0.5139072847682119,46,1,4,Friday,8
272,2024-12-02 03:40:00,Instagram,post number 271 is about something interesting,43,93,16,117,"#fun,#life",positive,1.2991452991452992,46,2,3,Monday,12
273,2024-05-03 19:47:00,Instagram,post number 272 is about something interesting,286,71,29,670,"#news,#trend",neutral,0.5761194029850746,46,2,19,Friday,5
274,2024-09-26 04:50:00,Facebook,post number 273 is about something interesting,352,18,30,919,#trend,negative,0.4352557127312296,46,1,4,Thursday,9
275,2024-10-28 14:44:00,Twitter,post number 274 is about something interesting,161,77,33,474,#news,positive,0.5717299578059072,46,1,14,Monday,10
276,2024-12-08 19:41:00,Instagram,post number 275 is about something interesting,317,17,44,536,"#trend,#news",negative,0.7052238805970149,46,2,19,Sunday,12
277,2024-03-02 17:19:00,Twitter,post number 276 is about something interesting,174,60,32,279,#life,negative,0.953405017921147,46,1,17,Saturday,3
278,2024-09-15 03:03:00,Instagram,post number 277 is about something interesting,162,58,45,367,"#fun,#trend",negative,0.7220708446866485,46,2,3,Sunday,9
279,2024-08-25 20:05:00,Instagram,post number 278 is about something interesting,273,11,49,523,#news,positive,0.6367112810707457,46,1,20,Sunday,8
280,2024-02-23 10:30:00,Instagram,post number 279 is about something interesting,90,95,13,255,#fun,positive,0.7764705882352941,46,1,10,Friday,2
281,2024-08-11 21:25:00,Twitter,post number 280 is about something interesting,371,78,13,778,"#trend,#life",negative,0.5938303341902313,46,2,21,Sunday,8
282,2024-03-24 19:11:00,Instagram,post number 281 is about something interesting,449,26,46,1052,"#fun,#trend",negative,0.49524714828897337,46,2,19,Sunday,3
283,2024-06-17 07:25:00,Instagram,post number 282 is about something interesting,270,34,10,741,#trend,neutral,0.42375168690958165,46,1,7,Monday,6
284,2024-02-10 10:18:00,Facebook,post number 283 is about something interesting,443,4,39,1111,"#fun,#trend",positive,0.43744374437443745,46,2,10,Saturday,2
285,2024-08-26 23:22:00,Twitter,post number 284 is about something interesting,135,83,49,324,#fun,negative,0.8240740740740741,46,1,23,Monday,8
286,2024-07-31 15:32:00,Facebook,post number 285 is about something interesting,20,73,4,46,#fun,neutral,2.108695652173913,46,1,15,Wednesday,7
287,2024-03-13 21:33:00,Instagram,post number 286 is about something interesting,164,17,30,347,"#life,#trend",positive,0.6080691642651297,46,2,21,Wednesday,3
288,2024-01-14 07:59:00,Twitter,post number 287 is about something interesting,423,59,35,1232,"#life,#fun",neutral,0.41964285714285715,46,2,7,Sunday,1
289,2024-05-31 14:43:00,Instagram,post number 288 is about something interesting,215,60,34,328,"#fun,#life",positive,0.9420731707317073,46,2,14,Friday,5
290,2024-07-30 06:30:00,Twitter,post number 289 is about something interesting,265,32,9,501,#life,negative,0.6107784431137725,46,1,6,Tuesday,7
291,2024-04-10 00:58:00,Twitter,post number 290 is about something interesting,189,61,28,298,#news,negative,0.9328859060402684,46,1,0,Wednesday,4
292,2024-03-06 23:51:00,Instagram,post number 291 is about something interesting,2,76,10,5,#fun,positive,17.6,46,1,23,Wednesday,3
293,2024-08-20 19:15:00,Facebook,post number 292 is about something interesting,465,1,7,1087,"#fun,#news",neutral,0.43514259429622815,46,2,19,Tuesday,8
294,2024-01-08 11:26:00,Facebook,post number 293 is about something interesting,170,64,13,348,#trend,positive,0.7097701149425287,46,1,11,Monday,1
295,2024-07-12 14:32:00,Twitter,post number 294 is about something interesting,416,61,39,1012,"#trend,#fun",neutral,0.5098814229249012,46,2,14,Friday,7
296,2024-12-05 12:09:00,Instagram,post number 295 is about something interesting,474,93,14,1333,#news,positive,0.4358589647411853,46,1,12,Thursday,12
297,2024-08-25 11:36:00,Twitter,post number 296 is about something interesting,422,59,0,1070,#life,neutral,0.44953271028037384,46,1,11,Sunday,8
298,2024-02-08 00:34:00,Facebook,post number 297 is about something interesting,409,14,37,650,"#life,#fun",negative,0.7076923076923077,46,2,0,Thursday,2
299,2024-04-27 06:31:00,Instagram,post number 298 is about something interesting,87,61,38,222,#news,neutral,0.8378378378378378,46,1,6,Saturday,4
300,2024-06-07 07:06:00,Twitter,post number 299 is about something interesting,17,27,30,27,#life,negative,2.740740740740741,46,1,7,Friday,6
301,2024-05-20 09:57:00,Facebook,post number 300 is about something interesting,279,83,11,699,#trend,negative,0.5336194563662375,46,1,9,Monday,5
302,2024-10-15 08:34:00,Twitter,post number 301 is about something interesting,11,99,33,26,#life,positive,5.5,46,1,8,Tuesday,10
303,2024-08-09 16:11:00,Facebook,post number 302 is about something interesting,189,3,35,415,"#life,#fun",positive,0.5469879518072289,46,2,16,Friday,8
304,2024-03-14 19:32:00,Facebook,post number 303 is about something interesting,326,72,16,816,"#trend,#news",positive,0.5073529411764706,46,2,19,Thursday,3
305,2024-05-02 05:05:00,Instagram,post number 304 is about something interesting,216,32,9,355,"#news,#trend",neutral,0.723943661971831,46,2,5,Thursday,5
306,2024-10-31 16:53:00,Twitter,post number 305 is about something interesting,272,25,23,579,"#trend,#life",positive,0.5526770293609672,46,2,16,Thursday,10
307,2024-07-28 07:08:00,Instagram,post number 306 is about something interesting,341,95,42,881,#news,positive,0.5425652667423383,46,1,7,Sunday,7
308,2024-10-24 16:30:00,Facebook,post number 307 is about something interesting,336,54,37,633,"#news,#trend",neutral,0.674565560821485,46,2,16,Thursday,10
309,2024-06-25 06:46:00,Twitter,post number 308 is about something interesting,404,88,47,850,#life,neutral,0.6341176470588236,46,1,6,Tuesday,6
310,2024-05-12 05:57:00,Facebook,post number 309 is about something interesting,46,36,44,114,#news,positive,1.105263157894737,46,1,5,Sunday,5
311,2024-11-17 14:31:00,Facebook,post number 310 is about something interesting,196,91,6,546,"#news,#life",neutral,0.5366300366300366,46,2,14,Sunday,11
312,2024-03-10 11:26:00,Facebook,post number 311 is about something interesting,55,66,20,126,#trend,positive,1.119047619047619,46,1,11,Sunday,3
313,2024-03-21 10:53:00,Instagram,post number 312 is about something interesting,57,54,32,119,"#fun,#life",negative,1.2016806722689075,46,2,10,Thursday,3
314,2024-12-26 08:29:00,Facebook,post number 313 is about something interesting,274,40,44,737,#news,positive,0.48575305291723203,46,1,8,Thursday,12
315,2024-01-07 23:37:00,Instagram,post number 314 is about something interesting,423,87,31,867,#news,negative,0.6239907727797002,46,1,23,Sunday,1
316,2024-11-10 10:07:00,Facebook,post number 315 is about something interesting,441,49,15,993,"#trend,#fun",negative,0.5085599194360524,46,2,10,Sunday,11
317,2024-06-28 18:28:00,Facebook,post number 316 is about something interesting,354,93,30,751,"#trend,#news",neutral,0.6351531291611185,46,2,18,Friday,6
318,2024-01-15 22:47:00,Facebook,post number 317 is about something interesting,251,6,41,482,"#trend,#life",positive,0.6182572614107884,46,2,22,Monday,1
319,2024-09-03 13:13:00,Instagram,post number 318 is about something interesting,141,44,22,281,#trend,negative,0.7366548042704626,46,1,13,Tuesday,9
320,2024-07-19 03:11:00,Facebook,post number 319 is about something interesting,48,57,3,100,"#fun,#trend",neutral,1.08,46,2,3,Friday,7
321,2024-10-30 20:58:00,Facebook,post number 320 is about something interesting,234,41,15,587,"#life,#trend",neutral,0.4940374787052811,46,2,20,Wednesday,10
322,2024-10-30 04:26:00,Twitter,post number 321 is about something interesting,390,25,38,901,#news,negative,0.5027746947835738,46,1,4,Wednesday,10
323,2024-12-12 04:27:00,Facebook,post number 322 is about something interesting,460,32,39,897,"#trend,#fun",neutral,0.5919732441471572,46,2,4,Thursday,12
324,2024-11-15 05:29:00,Facebook,post number 323 is about something interesting,133,27,28,395,"#life,#fun",neutral,0.4759493670886076,46,2,5,Friday,11
325,2024-05-17 05:31:00,Twitter,post number 324 is about something interesting,472,97,1,1358,"#trend,#fun",positive,0.41973490427098675,46,2,5,Friday,5
326,2024-12-05 05:41:00,Instagram,post number 325 is about something interesting,184,4,13,456,"#news,#life",positive,0.4407894736842105,46,2,5,Thursday,12
327,2024-05-14 22:40:00,Twitter,post number 326 is about something interesting,414,40,26,1234,"#news,#trend",neutral,0.3889789303079417,46,2,22,Tuesday,5
328,2024-02-27 11:55:00,Facebook,post number 327 is about something interesting,87,64,19,153,#life,positive,1.1111111111111112,46,1,11,Tuesday,2
329,2024-10-07 04:41:00,Instagram,post number 328 is about something interesting,398,56,32,1142,"#life,#trend",neutral,0.425569176882662,46,2,4,Monday,10
330,2024-02-22 22:33:00,Instagram,post number 329 is about something interesting,238,79,15,584,"#fun,#life",neutral,0.5684931506849316,46,2,22,Thursday,2
331,2024-06-29 18:45:00,Instagram,post number 330 is about something interesting,371,1,42,806,"#life,#trend",negative,0.5136476426799007,46,2,18,Saturday,6
332,2024-03-20 18:03:00,Facebook,post number 331 is about something interesting,150,7,29,257,#news,neutral,0.7237354085603113,46,1,18,Wednesday,3
333,2024-06-11 11:26:00,Facebook,post number 332 is about something interesting,115,11,13,195,#life,negative,0.7128205128205128,46,1,11,Tuesday,6
334,2024-06-22 07:43:00,Twitter,post number 333 is about something interesting,146,51,49,237,#life,positive,1.0379746835443038,46,1,7,Saturday,6
335,2024-08-06 19:38:00,Facebook,post number 334 is about something interesting,70,24,14,172,"#life,#fun",negative,0.627906976744186,46,2,19,Tuesday,8
336,2024-12-22 00:38:00,Instagram,post number 335 is about something interesting,313,49,26,919,#trend,positive,0.42219804134929273,46,1,0,Sunday,12
337,2024-12-25 08:28:00,Facebook,post number 336 is about something interesting,54,42,13,100,#news,neutral,1.09,46,1,8,Wednesday,12
338,2024-09-05 06:19:00,Facebook,post number 337 is about something interesting,490,13,36,1365,"#news,#life",negative,0.39487179487179486,46,2,6,Thursday,9
339,2024-02-15 19:13:00,Twitter,post number 338 is about something interesting,432,58,26,826,#trend,negative,0.6246973365617433,46,1,19,Thursday,2
340,2024-08-22 22:52:00,Facebook,post number 339 is about something interesting,191,8,6,552,#fun,neutral,0.3713768115942029,46,1,22,Thursday,8
341,2024-04-10 19:58:00,Facebook,post number 340 is about something interesting,317,50,3,596,#news,positive,0.6208053691275168,46,1,19,Wednesday,4
342,2024-10-26 17:46:00,Instagram,post number 341 is about something interesting,396,62,34,625,"#life,#fun",negative,0.7872,46,2,17,Saturday,10
343,2024-09-13 05:08:00,Facebook,post number 342 is about something interesting,92,93,2,197,#fun,positive,0.949238578680203,46,1,5,Friday,9
344,2024-02-17 14:54:00,Facebook,post number 343 is about something interesting,324,13,38,830,#news,positive,0.45180722891566266,46,1,14,Saturday,2
345,2024-02-12 08:59:00,Facebook,post number 344 is about something interesting,207,41,35,466,#news,positive,0.6072961373390557,46,1,8,Monday,2
346,2024-08-02 02:06:00,Facebook,post number 345 is about something interesting,206,33,4,489,#life,positive,0.49693251533742333,46,1,2,Friday,8
347,2024-01-25 18:53:00,Facebook,post number 346 is about something interesting,249,3,11,714,"#news,#fun",neutral,0.36834733893557425,46,2,18,Thursday,1
348,2024-03-02 16:48:00,Facebook,post number 347 is about something interesting,17,5,39,40,"#life,#fun",negative,1.525,46,2,16,Saturday,3
349,2024-01-04 20:57:00,Twitter,post number 348 is about something interesting,228,17,8,611,#trend,neutral,0.41407528641571195,46,1,20,Thursday,1
350,2024-08-23 00:22:00,Instagram,post number 349 is about something interesting,124,60,29,327,#trend,negative,0.6513761467889908,46,1,0,Friday,8
351,2024-05-12 23:28:00,Instagram,post number 350 is about something interesting,60,97,32,168,"#trend,#news",neutral,1.125,46,2,23,Sunday,5
352,2024-04-25 05:50:00,Instagram,post number 351 is about something interesting,322,32,11,812,"#life,#news",neutral,0.44950738916256155,46,2,5,Thursday,4
353,2024-12-01 13:52:00,Instagram,post number 352 is about something interesting,39,28,39,115,"#fun,#life",positive,0.9217391304347826,46,2,13,Sunday,12
354,2024-08-13 19:15:00,Twitter,post number 353 is about something interesting,395,71,39,938,#trend,negative,0.5383795309168443,46,1,19,Tuesday,8
355,2024-06-28 18:43:00,Instagram,post number 354 is about something interesting,101,53,31,217,"#trend,#fun",negative,0.8525345622119815,46,2,18,Friday,6
356,2024-05-31 21:00:00,Twitter,post number 355 is about something interesting,260,63,25,510,"#fun,#news",negative,0.6823529411764706,46,2,21,Friday,5
357,2024-09-28 23:27:00,Twitter,post number 356 is about something interesting,358,58,3,819,#life,negative,0.5115995115995116,46,1,23,Saturday,9
358,2024-09-22 11:58:00,Facebook,post number 357 is about something interesting,193,39,39,543,#fun,neutral,0.4990791896869245,46,1,11,Sunday,9
359,2024-01-09 00:06:00,Facebook,post number 358 is about something interesting,338,26,22,613,"#fun,#life",positive,0.6296900489396411,46,2,0,Tuesday,1
360,2024-07-14 04:33:00,Twitter,post number 359 is about something interesting,126,81,49,322,"#fun,#trend",positive,0.7950310559006211,46,2,4,Sunday,7
361,2024-10-30 15:44:00,Facebook,post number 360 is about something interesting,483,97,38,1206,#life,positive,0.5124378109452736,46,1,15,Wednesday,10
362,2024-12-27 06:12:00,Instagram,post number 361 is about something interesting,495,94,27,1011,#trend,neutral,0.609297725024728,46,1,6,Friday,12
363,2024-02-16 01:59:00,Twitter,post number 362 is about something interesting,24,18,47,42,"#life,#trend",positive,2.119047619047619,46,2,1,Friday,2
364,2024-08-14 13:10:00,Instagram,post number 363 is about something interesting,172,73,40,321,"#life,#news",negative,0.8878504672897196,46,2,13,Wednesday,8
365,2024-02-15 11:29:00,Twitter,post number 364 is about something interesting,128,87,31,360,"#news,#life",neutral,0.6833333333333333,46,2,11,Thursday,2
366,2024-12-26 23:44:00,Twitter,post number 365 is about something interesting,157,83,28,404,"#life,#fun",neutral,0.6633663366336634,46,2,23,Thursday,12
367,2024-01-08 05:00:00,Facebook,post number 366 is about something interesting,391,78,24,779,#news,negative,0.6328626444159179,46,1,5,Monday,1
368,2024-03-21 09:29:00,Twitter,post number 367 is about something interesting,145,21,18,420,#trend,neutral,0.4380952380952381,46,1,9,Thursday,3
369,2024-08-05 13:16:00,Facebook,post number 368 is about something interesting,126,31,30,258,#fun,negative,0.7248062015503876,46,1,13,Monday,8
370,2024-02-25 23:39:00,Instagram,post number 369 is about something interesting,193,6,38,364,#fun,positive,0.6510989010989011,46,1,23,Sunday,2
371,2024-09-15 16:24:00,Instagram,post number 370 is about something interesting,358,97,20,939,#life,positive,0.5058572949946751,46,1,16,Sunday,9
372,2024-03-24 12:36:00,Instagram,post number 371 is about something interesting,323,91,14,813,"#news,#fun",positive,0.5264452644526445,46,2,12,Sunday,3
373,2024-04-28 16:07:00,Instagram,post number 372 is about something interesting,330,13,17,688,"#trend,#fun",positive,0.5232558139534884,46,2,16,Sunday,4
374,2024-02-17 18:57:00,Facebook,post number 373 is about something interesting,288,9,40,686,"#trend,#fun",negative,0.4912536443148688,46,2,18,Saturday,2
375,2024-09-08 13:41:00,Twitter,post number 374 is about something interesting,148,52,37,261,"#life,#news",positive,0.9080459770114943,46,2,13,Sunday,9
376,2024-03-31 15:52:00,Instagram,post number 375 is about something interesting,253,5,39,571,#life,negative,0.5201401050788091,46,1,15,Sunday,3
377,2024-12-05 05:44:00,Twitter,post number 376 is about something interesting,171,69,15,311,#news,negative,0.819935691318328,46,1,5,Thursday,12
378,2024-10-15 01:54:00,Twitter,post number 377 is about something interesting,290,65,8,789,#life,positive,0.4600760456273764,46,1,1,Tuesday,10
379,2024-12-17 19:48:00,Facebook,post number 378 is about something interesting,435,13,9,693,"#trend,#news",neutral,0.6594516594516594,46,2,19,Tuesday,12
380,2024-11-09 13:01:00,Instagram,post number 379 is about something interesting,258,37,40,422,#life,negative,0.7938388625592417,46,1,13,Saturday,11
381,2024-07-21 06:23:00,Facebook,post number 380 is about something interesting,434,42,27,1086,#trend,positive,0.4631675874769797,46,1,6,Sunday,7
382,2024-01-21 20:51:00,Facebook,post number 381 is about something interesting,380,89,45,1052,#news,negative,0.48859315589353614,46,1,20,Sunday,1
383,2024-07-09 08:30:00,Facebook,post number 382 is about something interesting,499,9,16,981,"#trend,#life",negative,0.5341488277268094,46,2,8,Tuesday,7
384,2024-07-14 04:03:00,Instagram,post number 383 is about something interesting,64,11,9,136,"#life,#trend",negative,0.6176470588235294,46,2,4,Sunday,7
385,2024-01-16 04:02:00,Instagram,post number 384 is about something interesting,322,23,16,761,#trend,positive,0.4743758212877792,46,1,4,Tuesday,1
386,2024-05-05 14:18:00,Twitter,post number 385 is about something interesting,56,50,26,119,"#news,#life",positive,1.1092436974789917,46,2,14,Sunday,5
387,2024-12-03 19:46:00,Twitter,post number 386 is about something interesting,144,5,26,295,#trend,positive,0.5932203389830508,46,1,19,Tuesday,12
388,2024-06-28 15:01:00,Facebook,post number 387 is about something interesting,374,38,30,901,"#news,#trend",negative,0.49056603773584906,46,2,15,Friday,6
389,2024-05-30 06:03:00,Instagram,post number 388 is about something interesting,452,27,28,1351,"#trend,#news",positive,0.3752775721687639,46,2,6,Thursday,5
390,2024-11-23 20:31:00,Facebook,post number 389 is about something interesting,82,55,9,154,#trend,neutral,0.948051948051948,46,1,20,Saturday,11
391,2024-09-23 16:56:00,Instagram,post number 390 is about something interesting,43,92,19,78,#fun,negative,1.9743589743589745,46,1,16,Monday,9
